,Unnamed: 0,id,host_is_superhost,host_identity_verified,bedrooms,beds,accommodates,number_of_reviews,review_scores_rating,reviews_per_month,amenities_count,host_listings_count,instant_bookable,reviews_per_month.1,price,predicted
3836,15301,34118021,1,1,1.0,2.0,4,12,100.0,0.69,18,1.0,0,0.69,400,167.8049160267713
3837,15302,34118552,0,0,2.0,1.0,2,5,100.0,0.29,13,2.0,0,0.29,150,137.54740496934934
3838,15304,34129689,0,0,1.0,1.0,2,4,95.0,0.24,10,1.0,1,0.24,114,113.60647312740332
3839,15307,34143067,0,0,1.0,1.0,2,3,100.0,0.18,20,1.0,0,0.18,150,127.62294990636752
3840,15312,34165675,0,1,3.0,3.0,6,1,100.0,0.07,9,1.0,0,0.07,700,248.95548513170166
3841,15322,34227246,1,1,1.0,2.0,2,1,100.0,0.06,12,2.0,0,0.06,106,115.75378830148469
3842,15324,34239608,0,0,2.0,2.0,4,12,93.0,0.8,21,1.0,1,0.8,129,192.5913873916296
3843,15326,34242751,0,1,3.0,3.0,4,4,100.0,0.27,18,1.0,0,0.27,250,211.3882069899766
3844,15327,34244121,0,0,1.0,1.0,2,3,100.0,0.22,20,1.0,0,0.22,150,127.36173749920411
3845,15329,34250172,0,1,2.0,2.0,4,4,100.0,0.23,10,1.0,0,0.23,150,181.85096708443626
3846,15334,34268932,0,1,2.0,2.0,4,6,97.0,0.4,27,1.0,0,0.4,220,205.18910519359548
3847,15336,34283271,0,0,1.0,1.0,2,6,87.0,0.36,10,1.0,1,0.36,126,113.28430861503752
3848,15344,34312839,0,0,1.0,1.0,2,13,88.0,0.76,21,1.0,1,0.76,82,125.8805239205177
3849,15347,34324463,0,0,1.0,1.0,2,5,96.0,0.3,9,2.0,0,0.3,150,111.85308062040427
3850,15350,34329217,0,0,1.0,1.0,2,0,0.0,0.0,28,1.0,1,0.0,140,148.32351946176425
3851,15351,34330501,0,0,0.0,1.0,2,2,100.0,0.12,13,1.0,1,0.12,159,98.26933251209427
3852,15352,34334454,0,0,1.0,1.0,2,11,100.0,0.63,16,1.0,0,0.63,150,118.4021326393819
3853,15353,34334547,0,1,2.0,2.0,4,3,100.0,0.18,14,1.0,0,0.18,260,187.98502439529744
3854,15354,34335466,0,0,0.0,1.0,2,10,98.0,0.57,10,1.0,1,0.57,99,90.62123879198028
3855,15359,34349941,0,1,1.0,2.0,3,12,88.0,0.75,12,7.0,1,0.75,180,141.0903988370555
3856,15361,34351066,0,1,1.0,1.0,2,1,0.0,0.1,11,0.0,0,0.1,150,123.86106358607734
3857,15362,34351272,0,1,1.0,1.0,3,13,97.0,0.82,21,1.0,1,0.82,69,150.95640131237332
3858,15363,34353475,0,1,0.0,2.0,3,10,98.0,0.58,18,1.0,0,0.58,140,125.88952905459789
3859,15367,34366961,0,1,1.0,3.0,4,50,81.0,2.84,20,1.0,0,2.84,80,155.28530295473453
3860,15368,34379462,1,1,1.0,1.0,2,7,97.0,0.41,28,1.0,0,0.41,139,137.46470303667653
3861,15369,34379509,0,1,1.0,1.0,2,6,96.0,0.36,18,1.0,1,0.36,120,125.75411407718204
3862,15372,34383459,1,1,4.0,4.0,4,3,93.0,0.2,31,2.0,1,0.2,325,248.69916138834634
3863,15389,34433258,1,1,0.0,2.0,2,17,98.0,1.06,28,2.0,0,1.06,56,110.99174279224482
3864,15392,34443162,0,1,1.0,1.0,2,1,100.0,0.09,14,0.0,0,0.09,106,120.8075512805103
3865,15398,34468054,0,1,2.0,1.0,3,0,0.0,0.0,27,1.0,0,0.0,105,192.8284132335126
3866,15399,34471499,0,1,0.0,1.0,2,2,100.0,0.12,9,1.0,1,0.12,130,94.20645653542397
3867,15404,34496448,0,1,1.0,1.0,2,8,100.0,0.49,35,1.0,0,0.49,121,148.4327920438987
3868,15408,34507889,1,0,1.0,1.0,2,14,100.0,0.82,24,1.0,0,0.82,138,126.68233541763391
3869,15410,34518478,0,1,1.0,1.0,2,8,98.0,0.5,5,22.0,1,0.5,157,118.88715814452665
3870,15419,34555439,0,1,1.0,1.0,4,3,87.0,0.18,28,2.0,0,0.18,190,191.31436367206516
3871,15420,34557263,1,0,1.0,1.0,2,14,100.0,0.89,21,1.0,0,0.89,180,121.9179845240228
3872,15421,34558486,1,1,1.0,1.0,2,68,97.0,3.95,16,1.0,0,3.95,65,92.88912590648394
3873,15424,34561783,0,0,1.0,1.0,2,4,100.0,0.26,26,1.0,0,0.26,182,135.6505347220478
3874,15425,34579570,0,1,2.0,2.0,4,8,100.0,0.51,33,1.0,0,0.51,150,212.72623534447257
3875,15427,34581149,1,1,2.0,2.0,4,16,98.0,0.94,23,1.0,1,0.94,236,193.8419573149214
3876,15431,34587245,1,1,1.0,1.0,2,46,99.0,2.98,23,3.0,1,2.98,110,112.25652674563335
3877,15438,34631259,0,1,1.0,1.0,2,4,100.0,0.25,18,3.0,0,0.25,150,127.15131437984675
3878,15439,34634888,1,1,1.0,1.0,2,14,96.0,0.88,14,1.0,1,0.88,145,114.32562532958765
3879,15441,34640050,1,1,2.0,3.0,4,25,100.0,1.52,18,2.0,1,1.52,349,180.8562622565745
3880,15446,34659243,0,0,1.0,1.0,2,4,100.0,0.24,12,1.0,0,0.24,130,115.71815512139753
3881,15452,34675962,0,0,2.0,3.0,4,1,100.0,0.07,11,1.0,0,0.07,200,181.02870996031953
3882,15453,34677095,0,1,2.0,2.0,3,0,0.0,0.0,8,1.0,0,0.0,180,163.73485142795
3883,15455,34677626,1,0,1.0,1.0,2,9,96.0,0.54,12,1.0,1,0.54,145,112.37229940791099
3884,15458,34679520,0,1,1.0,1.0,2,10,100.0,0.59,14,1.0,0,0.59,179,117.5455615567132
3885,15466,34727451,0,1,1.0,1.0,4,22,90.0,1.45,24,27.0,0,1.45,149,191.16158125992996
3886,15467,34733784,1,0,1.0,2.0,3,11,98.0,0.68,21,1.0,0,0.68,140,146.27265114930563
3887,15474,34750770,1,1,2.0,3.0,4,28,98.0,1.84,31,1.0,0,1.84,122,196.30074614081144
3888,15478,34778190,0,1,1.0,3.0,4,13,85.0,0.79,13,17.0,1,0.79,516,171.22661079707365
3889,15479,34781053,0,1,2.0,1.0,3,3,100.0,0.18,9,1.0,0,0.18,195,158.22787752774593
3890,15480,34782549,0,0,1.0,1.0,2,4,100.0,0.25,13,1.0,0,0.25,110,117.09139323004578
3891,15485,34803797,0,1,2.0,2.0,3,6,100.0,0.36,35,1.0,0,0.36,131,192.25114530762818
3892,15501,34882977,0,0,1.0,2.0,4,11,91.0,0.71,22,1.0,1,0.71,150,174.66687522556214
3893,15502,34884287,0,0,1.0,1.0,2,0,0.0,0.0,13,60.0,0,0.0,200,162.87178636590656
3894,15503,34885617,0,0,2.0,3.0,4,1,100.0,0.11,14,60.0,0,0.11,250,221.5090475920988
3895,15506,34889719,0,0,1.0,1.0,2,4,93.0,0.28,25,1.0,0,0.28,100,134.62008612957834
3896,15507,34890170,0,0,2.0,2.0,4,0,0.0,0.0,14,60.0,0,0.0,250,231.59529893675574
3897,15509,34894542,0,0,2.0,2.0,3,8,100.0,0.57,28,1.0,0,0.57,95,179.03293904154992
3898,15510,34895935,0,1,1.0,1.0,2,11,96.0,0.66,24,1.0,0,0.66,110,131.66096496086584
3899,15511,34897166,0,1,1.0,0.0,2,1,0.0,0.06,13,2.0,0,0.06,60,130.12280956702574
3900,15516,34963435,1,1,2.0,2.0,4,8,98.0,0.5,29,1.0,1,0.5,329,205.89230035319474
3901,15518,34982496,0,0,3.0,2.0,4,5,100.0,0.33,27,1.0,0,0.33,300,224.06712532576637
3902,15519,34985369,0,1,1.0,1.0,2,2,100.0,0.14,25,2.0,0,0.14,94,137.44419131162726
3903,15522,34992937,0,0,3.0,5.0,4,3,100.0,0.19,32,1.0,0,0.19,225,226.6958487972749
3904,15540,35062243,0,1,1.0,1.0,2,5,100.0,0.32,13,2.0,0,0.32,80,118.85891445995193
3905,15545,35078740,0,1,1.0,1.0,2,3,87.0,0.18,26,1.0,0,0.18,100,138.90144946578906
3906,15548,35083357,0,0,1.0,1.0,2,18,93.0,1.07,12,1.0,1,1.07,200,110.26919861190324
3907,15552,35090316,0,0,1.0,2.0,4,4,100.0,0.25,8,1.0,0,0.25,200,157.02776408510584
3908,15555,35106057,0,1,1.0,1.0,2,58,97.0,3.6,24,1.0,1,3.6,80,109.4966410750056
3909,15556,35109606,0,1,1.0,1.0,2,3,100.0,0.21,9,2.0,0,0.21,114,113.98425631877787
3910,15559,35118187,0,1,3.0,3.0,5,0,0.0,0.0,29,1.0,0,0.0,300,261.1523422457436
3911,15564,35135978,0,0,1.0,1.0,2,0,0.0,0.0,9,1.0,0,0.0,200,120.71478125244786
3912,15565,35136043,0,1,2.0,2.0,4,32,81.0,2.08,4,2.0,1,2.08,109,161.66629973539546
3913,15575,35157081,0,0,1.0,1.0,2,2,100.0,0.13,26,1.0,0,0.13,230,136.6710384764574
3914,15579,35176645,0,1,1.0,2.0,4,58,93.0,3.65,24,2.0,0,3.65,298,156.75984948667676
3915,15583,35207616,0,1,2.0,2.0,3,5,100.0,0.35,8,1.0,1,0.35,168,154.10422255558035
3916,15584,35212963,0,0,1.0,1.0,2,5,100.0,0.32,7,1.0,0,0.32,194,107.98290872409216
3917,15590,35225265,0,0,1.0,2.0,2,1,20.0,0.06,12,1.0,0,0.06,80,121.20737144799796
3918,15595,35269059,1,0,1.0,1.0,2,19,99.0,1.19,22,1.0,0,1.19,130,121.15183761010996
3919,15602,35284470,0,1,3.0,4.0,4,5,100.0,0.31,28,1.0,0,0.31,200,223.58224904275653
3920,15605,35302424,0,0,3.0,3.0,4,9,100.0,0.6,13,1.0,0,0.6,215,200.09954983796928
3921,15607,35303967,0,1,1.0,1.0,2,6,100.0,0.39,22,1.0,0,0.39,150,130.62742143884353
3922,15609,35307110,0,1,2.0,2.0,4,5,85.0,0.35,23,100.0,0,0.35,250,261.93059682451286
3923,15611,35311968,0,1,2.0,2.0,4,1,60.0,0.06,23,100.0,0,0.06,640,265.9679898269943
3924,15617,35336417,0,0,1.0,1.0,2,3,100.0,0.2,8,1.0,0,0.2,165,110.34667310608614
3925,15618,35338083,0,1,0.0,1.0,2,12,92.0,0.73,14,1.0,0,0.73,144,96.91495109846173
3926,15624,35344213,0,0,2.0,2.0,3,1,100.0,0.06,26,1.0,0,0.06,199,180.02136485329032
3927,15628,35357498,0,0,0.0,1.0,2,3,67.0,0.19,17,1.0,1,0.19,130,105.97735278312985
3928,15632,35365099,0,1,2.0,2.0,4,8,100.0,0.49,12,1.0,1,0.49,195,183.20421396266931
3929,15633,35365236,0,0,1.0,2.0,3,5,100.0,0.31,21,1.0,0,0.31,80,150.73921709900867
3930,15635,35365616,0,0,1.0,0.0,2,28,82.0,1.79,6,35.0,1,1.79,30,119.94221835727502
3931,15638,35367440,0,0,1.0,2.0,2,1,100.0,0.06,14,1.0,1,0.06,60,118.55223057116652
3932,15641,35371894,0,0,1.0,1.0,2,1,100.0,0.07,10,1.0,0,0.07,95,114.20618458121258
3933,15645,35377242,0,1,1.0,1.0,2,4,90.0,0.25,6,1.0,0,0.25,65,109.49311468949047
3934,15646,35394324,0,1,1.0,1.0,2,40,96.0,2.69,22,4.0,1,2.69,84,115.7545549327108
3935,15649,35396460,1,1,3.0,4.0,6,21,95.0,1.34,16,1.0,1,1.34,240,246.51893256228198
3936,15653,35404809,0,0,3.0,3.0,4,2,60.0,0.13,20,1.0,0,0.13,163,216.67682026647043
3937,15657,35420204,0,0,2.0,1.0,2,2,100.0,0.12,5,1.0,0,0.12,250,126.8459381359834
3938,15669,35476750,0,1,2.0,1.0,2,3,100.0,0.2,30,1.0,0,0.2,129,163.75816806637818
3939,15670,35476830,0,1,1.0,1.0,2,8,100.0,0.5,28,1.0,0,0.5,115,138.38037797396203
3940,15671,35484494,0,0,1.0,1.0,2,7,94.0,0.45,18,1.0,0,0.45,150,123.22123025114898
3941,15673,35502896,0,0,1.0,1.0,2,3,100.0,0.2,6,1.0,1,0.2,90,107.89877326676311
3942,15674,35504002,0,1,1.0,1.0,2,3,100.0,0.19,4,1.0,0,0.19,150,106.35171192133842
3943,15676,35505451,0,0,3.0,4.0,4,1,80.0,0.07,14,1.0,0,0.07,375,205.19149999279028
3944,15680,35514157,0,1,1.0,1.0,2,4,100.0,0.26,22,2.0,1,0.26,100,132.6569947894348
3945,15681,35515428,0,1,2.0,2.0,4,7,97.0,0.48,11,1.0,0,0.48,225,181.71912234860378
3946,15684,35528995,0,0,1.0,1.0,2,1,100.0,0.07,26,1.0,0,0.07,72,137.15174324632682
3947,15689,35574976,0,1,1.0,1.0,2,2,100.0,0.13,12,1.0,0,0.13,229,118.28608123038912
3948,15700,35628530,0,1,4.0,5.0,4,6,100.0,0.41,19,1.0,0,0.41,189,228.30397291810374
3949,15705,35638368,1,1,1.0,1.0,1,42,97.0,2.59,27,1.0,0,2.59,66,94.91563981663732
3950,15707,35642598,1,1,1.0,1.0,1,19,99.0,1.2,18,1.0,0,1.2,75,92.55683901334854
3951,15722,35670498,1,1,2.0,5.0,5,2,90.0,0.14,30,7.0,0,0.14,386,232.9021004938221
3952,15723,35670895,1,1,3.0,6.0,6,8,100.0,0.57,28,7.0,0,0.57,521,268.8668557439733
3953,15724,35672513,0,1,2.0,3.0,4,6,93.0,0.4,19,9.0,0,0.4,175,197.16274041346708
3954,15726,35680329,0,1,1.0,1.0,2,1,0.0,0.07,15,1.0,0,0.07,150,130.47970326444724
3955,15727,35693822,0,0,2.0,3.0,4,3,100.0,1.17,32,1.0,0,1.17,150,203.73728551485544
3956,15729,35696576,0,1,1.0,1.0,2,8,100.0,0.5,24,2.0,0,0.5,65,133.27458208167985
3957,15734,35715624,0,0,2.0,1.0,3,1,100.0,0.13,32,0.0,0,0.13,49,189.423750525647
3958,15736,35724107,0,1,1.0,1.0,2,2,100.0,0.13,30,1.0,0,0.13,198,144.09844414298243
3959,15743,35761217,0,1,1.0,1.0,2,3,100.0,0.21,21,1.0,0,0.21,93,130.60276490804802
3960,15748,35764214,0,1,2.0,2.0,3,7,100.0,0.47,39,2.0,0,0.47,90,197.85662983206146
3961,15750,35764586,0,0,3.0,4.0,4,0,0.0,0.0,25,1.0,1,0.0,390,227.85407966581482
3962,15774,35855328,1,1,2.0,2.0,4,58,96.0,5.24,36,1.0,1,5.24,112,181.43821823499889
3963,15780,35859555,0,1,2.0,3.0,4,8,90.0,0.54,18,0.0,1,0.54,251,189.75722805520434
3964,15784,35864556,0,1,2.0,2.0,4,8,98.0,0.52,29,4.0,0,0.52,150,208.99112422316995
3965,15785,35867340,0,1,2.0,2.0,4,6,100.0,0.39,20,2.0,0,0.39,450,195.6957530020112
3966,15786,35868138,0,1,2.0,4.0,4,11,87.0,0.83,17,2.0,1,0.83,300,185.79803392962862
3967,15790,35878088,0,1,1.0,1.0,2,0,0.0,0.0,12,0.0,0,0.0,198,126.09985601602747
3968,15795,35908996,0,1,3.0,4.0,4,7,100.0,0.49,23,1.0,0,0.49,295,215.1222950559931
3969,15797,35919809,0,1,2.0,3.0,5,17,95.0,1.23,24,1.0,1,1.23,269,217.92903168179186
3970,15802,35960024,0,1,3.0,5.0,5,0,0.0,0.0,12,1.0,0,0.0,221,233.09222279458896
3971,15804,35964395,0,0,1.0,1.0,2,2,90.0,0.14,17,1.0,0,0.14,150,124.48525487337018
3972,15818,36013016,0,1,1.0,2.0,3,8,93.0,0.53,11,1.0,0,0.53,179,136.9678206666689
3973,15819,36015663,0,1,3.0,3.0,4,2,100.0,0.14,32,100.0,0,0.14,900,293.6756167310792
3974,15822,36017907,0,1,3.0,4.0,4,2,60.0,0.14,11,9.0,1,0.14,229,208.8887930458269
3975,15827,36051371,0,1,1.0,1.0,2,6,87.0,0.39,23,1.0,1,0.39,120,133.47491070191188
3976,15828,36054441,0,0,3.0,2.0,4,6,100.0,0.4,30,1.0,0,0.4,175,227.8933801145368
3977,15829,36055971,0,1,4.0,4.0,4,2,100.0,0.13,14,41.0,0,0.13,243,249.83919348082145
3978,15838,36087827,0,1,2.0,2.0,4,1,100.0,0.07,9,3.0,0,0.07,171,182.99778374603665
3979,15841,36090498,0,0,0.0,1.0,2,3,100.0,0.21,11,1.0,0,0.21,100,94.41815838808182
3980,15846,36098254,0,1,1.0,1.0,2,0,0.0,0.0,26,1.0,0,0.0,200,146.7989325193488
3981,15848,36101717,0,1,2.0,2.0,4,9,100.0,0.68,23,1.0,0,0.68,200,197.2725734836922
3982,15855,36141485,0,1,0.0,3.0,4,0,0.0,0.0,11,1.0,0,0.0,95,150.31958287522176
3983,15860,36158296,0,0,2.0,2.0,4,1,100.0,0.08,12,1.0,0,0.08,250,184.33603883167933
3984,15863,36163133,0,1,1.0,2.0,2,5,100.0,0.35,17,1.0,0,0.35,180,121.96586641040187
3985,15864,36163282,0,1,4.0,4.0,4,0,0.0,0.0,26,1.0,0,0.0,240,250.76200812296247
3986,15879,36204761,0,1,1.0,2.0,3,2,100.0,0.13,15,1.0,1,0.13,220,145.64115514595966
3987,15882,36218405,0,0,0.0,1.0,2,8,90.0,0.55,12,1.0,0,0.55,106,94.02459692349929
3988,15893,36238034,0,0,2.0,2.0,4,0,0.0,0.0,13,1.0,1,0.0,210,194.20523655359227
3989,15894,36248473,0,1,4.0,3.0,4,2,100.0,0.14,12,1.0,0,0.14,95,224.0788666081679
3990,15895,36253863,0,1,1.0,3.0,4,3,60.0,0.3,21,1.0,1,0.3,114,178.6327792044424
3991,15896,36257297,0,1,2.0,2.0,3,1,100.0,0.07,9,1.0,1,0.07,98,157.70488630519407
3992,15898,36258613,0,0,1.0,1.0,2,6,100.0,0.39,20,1.0,1,0.39,135,126.5547878800976
3993,15907,36270903,0,1,1.0,1.0,2,5,100.0,0.35,14,1.0,1,0.35,110,119.9470436090545
3994,15910,36289748,0,0,1.0,1.0,2,6,97.0,0.46,16,1.0,0,0.46,229,120.16776113768192
3995,15911,36296259,0,0,1.0,1.0,2,17,87.0,1.15,3,1.0,1,1.15,70,97.40331152145562
3996,15912,36296400,0,0,2.0,3.0,2,4,100.0,0.32,31,5.0,0,0.32,125,161.44611150553195
3997,15914,36299861,1,0,0.0,1.0,2,5,100.0,0.56,12,0.0,0,0.56,77,91.04471202527304
3998,15921,36310433,0,1,1.0,1.0,2,5,96.0,0.39,21,1.0,0,0.39,160,129.60405323046558
3999,15928,36325266,0,1,2.0,0.0,4,9,91.0,0.59,19,2.0,0,0.59,89,197.16572192672618
4000,15930,36327465,0,1,2.0,1.0,2,1,100.0,0.07,17,2.0,0,0.07,109,146.77224704314273
4001,15935,36338213,0,0,4.0,4.0,4,2,90.0,0.14,20,1.0,0,0.14,130,232.76469265289688
4002,15940,36344198,0,1,2.0,2.0,4,4,100.0,0.33,14,1.0,0,0.33,200,187.02509762354043
4003,15949,36368049,1,0,3.0,2.0,5,14,99.0,0.95,13,1.0,0,0.95,150,222.1827758493303
4004,15952,36369479,1,0,1.0,2.0,2,6,100.0,0.4,25,1.0,0,0.4,95,129.64038794272483
4005,15955,36373723,0,1,1.0,6.0,6,52,87.0,3.4,11,1.0,0,3.4,154,181.542763719447
4006,15956,36374422,0,1,1.0,1.0,2,5,100.0,0.36,32,1.0,1,0.36,250,145.69053344764973
4007,15958,36377633,0,0,3.0,3.0,4,2,100.0,0.13,27,2.0,0,0.13,165,224.40837382214016
4008,15959,36377994,1,1,1.0,2.0,3,83,99.0,5.44,20,1.0,1,5.44,78,110.73168256168441
4009,15961,36383848,0,1,2.0,2.0,4,7,100.0,0.53,14,1.0,0,0.53,120,185.50802874374637
4010,15969,36402285,0,0,2.0,2.0,4,4,100.0,0.29,29,1.0,0,0.29,166,207.13393520917367
4011,15972,36409465,0,1,2.0,2.0,3,1,100.0,0.1,14,1.0,0,0.1,85,164.2699179695266
4012,15976,36434115,0,1,4.0,6.0,6,4,95.0,0.28,12,1.0,0,0.28,315,266.76000856841915
4013,15979,36440566,0,1,1.0,1.0,2,0,0.0,0.0,14,1.0,1,0.0,250,130.02386085505987
4014,15980,36443998,0,0,1.0,1.0,2,2,80.0,0.17,32,1.0,0,0.17,160,146.55628168176065
4015,15981,36445013,1,1,1.0,1.0,2,69,98.0,4.64,15,1.0,0,4.64,36,86.82005602860575
4016,15982,36446570,0,1,1.0,1.0,2,1,100.0,0.07,13,1.0,0,0.07,125,120.22555754011167
4017,15987,36468869,0,0,2.0,1.0,3,0,0.0,0.0,15,1.0,1,0.0,200,174.4724463459096
4018,15993,36480247,0,1,1.0,1.0,2,5,100.0,0.34,12,1.0,0,0.34,170,116.74603773917312
4019,15994,36480673,0,0,2.0,3.0,4,4,95.0,0.28,14,1.0,1,0.28,225,184.61697659743726
4020,16003,36516258,0,1,1.0,1.0,2,0,0.0,0.0,10,0.0,0,0.0,345,123.26479470489453
4021,16008,36523525,0,1,0.0,1.0,2,11,80.0,0.74,23,0.0,1,0.74,119,110.55746691820157
4022,16015,36553249,0,1,2.0,2.0,4,6,100.0,0.4,13,1.0,0,0.4,269,185.01095946679982
4023,16021,36561057,0,0,4.0,4.0,4,5,100.0,0.36,32,0.0,0,0.36,250,246.9668336150919
4024,16023,36561978,1,1,2.0,3.0,5,3,100.0,0.2,20,2.0,0,0.2,175,218.04998961945114
4025,16025,36584098,0,1,4.0,2.0,5,0,0.0,0.0,36,2.0,0,0.0,300,293.94531398188457
4026,16033,36617058,1,1,0.0,2.0,4,43,99.0,2.97,33,1.0,1,2.97,85,152.6019841020103
4027,16036,36617684,1,0,1.0,1.0,2,18,97.0,1.21,37,1.0,1,1.21,170,143.21260780257938
4028,16037,36619516,0,0,1.0,1.0,2,8,100.0,0.62,27,0.0,1,0.62,116,134.3343644173731
4029,16040,36621641,0,1,1.0,1.0,2,1,100.0,0.08,11,3.0,0,0.08,90,118.53568843485458
4030,16042,36622016,0,0,2.0,2.0,4,3,90.0,0.2,11,0.0,1,0.2,215,182.53777711104277
4031,16060,36667971,0,0,1.0,1.0,2,1,80.0,0.08,13,2.0,0,0.08,95,120.60835444779052
4032,16063,36684541,1,1,1.0,1.0,2,21,97.0,1.43,29,1.0,0,1.43,55,131.34844835049074
4033,16064,36691773,0,0,1.0,1.0,2,5,100.0,0.35,22,0.0,0,0.35,140,128.74416471083248
4034,16066,36697451,0,1,0.0,1.0,2,11,91.0,0.79,26,1.0,0,0.79,80,113.9239756900815
4035,16067,36710733,0,0,1.0,1.0,2,2,100.0,0.15,19,0.0,0,0.15,130,125.9633772141639
4036,16068,36711377,1,1,1.0,1.0,2,13,98.0,0.9,29,1.0,0,0.9,180,135.30419560600393
4037,16072,36714762,0,0,0.0,1.0,2,1,100.0,0.07,7,0.0,1,0.07,55,89.56565877528791
4038,16075,36720146,0,0,1.0,1.0,2,5,100.0,0.35,13,2.0,0,0.35,80,117.0782621705878
4039,16076,36723105,0,0,2.0,2.0,4,5,96.0,0.36,25,0.0,0,0.36,275,200.56661062887645
4040,16079,36732140,1,1,1.0,3.0,3,25,98.0,1.7,19,0.0,1,1.7,87,135.43230815864115
4041,16081,36745822,0,1,1.0,2.0,2,34,93.0,2.39,25,0.0,1,2.39,55,118.38275497939586
4042,16085,36756084,1,1,2.0,2.0,4,9,98.0,0.63,26,1.0,0,0.63,129,200.3428655923871
4043,16087,36759213,1,1,2.0,2.0,4,10,98.0,0.73,24,8.0,0,0.73,200,201.07037224377802
4044,16091,36764257,0,1,2.0,2.0,4,4,95.0,0.28,18,0.0,0,0.28,180,192.86727509124933
4045,16094,36784801,0,1,2.0,2.0,4,8,100.0,0.57,21,0.0,1,0.57,240,195.02799754782524
4046,16097,36790110,0,1,1.0,1.0,2,2,100.0,0.14,25,1.0,1,0.14,109,137.3284688335021
4047,16100,36800761,0,0,1.0,1.0,2,5,96.0,0.34,22,1.0,1,0.34,100,130.14171876301214
4048,16101,36800986,0,0,0.0,1.0,1,4,100.0,0.27,11,1.0,1,0.27,75,69.92563416056132
4049,16103,36802213,0,1,2.0,2.0,3,9,96.0,0.61,16,1.0,1,0.61,210,163.9693483533922
4050,16106,36803582,0,1,2.0,2.0,2,2,100.0,0.15,31,1.0,0,0.15,120,163.78836189287506
4051,16118,36856175,0,0,1.0,2.0,4,10,100.0,0.68,24,0.0,0,0.68,115,176.19894939773081
4052,16119,36858082,0,0,1.0,1.0,3,3,100.0,0.2,14,1.0,0,0.2,100,143.50219588623298
4053,16122,36863220,0,1,1.0,1.0,1,0,0.0,0.0,20,4.0,1,0.0,81,116.0221477639039
4054,16132,36875892,0,1,2.0,2.0,4,6,97.0,0.41,33,0.0,0,0.41,220,213.23791127973732
4055,16134,36881796,0,0,1.0,1.0,2,7,97.0,0.49,18,1.0,0,0.49,122,122.80254330788401
4056,16135,36891607,0,1,1.0,1.0,1,27,94.0,1.88,15,1.0,0,1.88,76,85.40779967016375
4057,16143,36912412,1,0,1.0,2.0,4,10,96.0,0.73,25,1.0,1,0.73,220,176.88313012986208
4058,16153,36967525,0,0,1.0,2.0,3,8,100.0,0.54,23,1.0,0,0.54,300,151.96833660545718
4059,16155,36970315,0,1,1.0,2.0,3,3,87.0,0.21,11,1.0,1,0.21,300,140.3155011831895
4060,16159,36973199,0,1,1.0,1.0,2,3,100.0,0.24,9,0.0,0,0.24,150,112.64330400850861
4061,16161,36992407,0,0,2.0,2.0,4,12,97.0,0.84,12,40.0,0,0.84,250,202.937706859498
4062,16164,36997620,0,1,2.0,2.0,4,4,100.0,0.38,24,2.0,0,0.38,315,201.67870760765624
4063,16165,36997955,0,0,1.0,1.0,2,2,100.0,0.21,22,0.0,0,0.21,85,129.87919932949768
4064,16167,37004773,1,1,1.0,1.0,2,5,100.0,0.38,10,1.0,0,0.38,139,111.89408433337582
4065,16172,37014677,1,1,1.0,1.0,2,32,99.0,2.2,10,2.0,1,2.2,50,99.19256034045372
4066,16177,37074413,0,1,2.0,3.0,4,18,90.0,1.25,15,3.0,0,1.25,154,181.60728421704795
4067,16180,37079603,1,0,1.0,1.0,2,10,100.0,0.76,27,0.0,0,0.76,163,131.1446585928534
4068,16186,37098620,0,0,1.0,1.0,1,8,98.0,0.56,14,1.0,1,0.56,55,92.4099110563308
4069,16189,37104209,0,0,3.0,4.0,4,4,87.0,0.28,26,0.0,0,0.28,225,219.7522868980903
4070,16194,37114458,0,0,3.0,3.0,4,1,0.0,0.12,10,0.0,0,0.12,100,206.39377391254948
4071,16204,37146146,0,0,1.0,2.0,2,1,40.0,0.08,18,1.0,0,0.08,220,128.2874842899551
4072,16209,37161821,0,1,1.0,1.0,2,18,97.0,1.37,27,1.0,0,1.37,100,130.83715592965513
4073,16212,37165020,1,1,2.0,4.0,4,24,98.0,1.66,39,0.0,1,1.66,90,207.26734285901955
4074,16216,37197565,0,1,1.0,1.0,2,5,92.0,0.36,21,1.0,0,0.36,85,130.14548599108383
4075,16219,37203888,0,1,2.0,2.0,4,4,100.0,0.32,16,0.0,0,0.32,250,189.38463422146327
4076,16222,37210442,0,0,2.0,2.0,4,0,0.0,0.0,17,1.0,1,0.0,500,199.98862776459595
4077,16224,37212122,0,1,1.0,1.0,2,7,97.0,0.5,13,0.0,0,0.5,150,116.63147827841793
4078,16232,37247359,1,0,1.0,1.0,2,10,100.0,0.7,13,0.0,0,0.7,150,111.48212223424899
4079,16237,37250602,0,0,2.0,3.0,5,0,0.0,0.0,16,0.0,0,0.0,185,220.14020339400673
4080,16254,37326878,0,1,3.0,3.0,4,7,97.0,0.53,23,1.0,0,0.53,400,217.01581387249053
4081,16255,37327469,0,1,2.0,2.0,4,0,0.0,0.0,15,2.0,0,0.0,300,198.9983766727807
4082,16256,37343840,0,1,2.0,3.0,4,7,91.0,0.5,12,2.0,0,0.5,80,182.30911244323391
4083,16264,37358687,0,1,2.0,1.0,4,6,97.0,0.44,12,0.0,0,0.44,68,184.82247989197538
